,Address,Area,Bathrooms,Possession,Price,Project Name,Rooms,Status
2450,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2451,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2452,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2453,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2454,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2455,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2456,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2457,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2458,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2459,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2460,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2461,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2462,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2463,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2464,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2465,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2466,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2467,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2468,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2469,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2470,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2471,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2472,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2473,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2474,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2475,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2476,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2477,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2478,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2479,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2480,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2481,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2482,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2483,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2484,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2485,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2486,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2487,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2488,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2489,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2490,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2491,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2492,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2493,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2494,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2495,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2496,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2497,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2498,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2499,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2500,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2501,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2502,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2503,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2504,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2505,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2506,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2507,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2508,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2509,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2510,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2511,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2512,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2513,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2514,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2515,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2516,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2517,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2518,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2519,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2520,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2521,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2522,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2523,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2524,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2525,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2526,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2527,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2528,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2529,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2530,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2531,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2532,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2533,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2534,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2535,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2536,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2537,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2538,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2539,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2540,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2541,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2542,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2543,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2544,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2545,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2546,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2547,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2548,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2549,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2550,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2551,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2552,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2553,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2554,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2555,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2556,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2557,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2558,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2559,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2560,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2561,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2562,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2563,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2564,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2565,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2566,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2567,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2568,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2569,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2570,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2571,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2572,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2573,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2574,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2575,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2576,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2577,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2578,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2579,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2580,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2581,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2582,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2583,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2584,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2585,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2586,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2587,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2588,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2589,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2590,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2591,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2592,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2593,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2594,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2595,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2596,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2597,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2598,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2599,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2600,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2601,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2602,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2603,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2604,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2605,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2606,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2607,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2608,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2609,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2610,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2611,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2612,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2613,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2614,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2615,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2616,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2617,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2618,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2619,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2620,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2621,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2622,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2623,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2624,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2625,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2626,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2627,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2628,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2629,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2630,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2631,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2632,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2633,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2634,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2635,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2636,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2637,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2638,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2639,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2640,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2641,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2642,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2643,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2644,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2645,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2646,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2647,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2648,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2649,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2650,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2651,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2652,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2653,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2654,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2655,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2656,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2657,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2658,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2659,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2660,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2661,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2662,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2663,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2664,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2665,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2666,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2667,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2668,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2669,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2670,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2671,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2672,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2673,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2674,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2675,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2676,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2677,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2678,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2679,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2680,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2681,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2682,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2683,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2684,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2685,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2686,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2687,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2688,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2689,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2690,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2691,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2692,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2693,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2694,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2695,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2696,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2697,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2698,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2699,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2700,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2701,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2702,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2703,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2704,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2705,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2706,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2707,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2708,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2709,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2710,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2711,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2712,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2713,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2714,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2715,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2716,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2717,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2718,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2719,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2720,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2721,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2722,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2723,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2724,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
2725,B T Kawde Road,1500,3 Bathrooms,Not Available,1.2,citadel empress society,3,Ready to move
2726,Hinjewadi,1065,2 Bathrooms,Possession by Sep 2020,48,Not Available,2,Under Construction
2727,Punawale,900,2 Bathrooms,Possession by Nov 2019,45,SAI PARADICE PUNAWALE,2,Under Construction
2728,Hinjewadi,1500,Not Available,Not Available,18.75,Realty homes nere,Not Available,New
2729,NIBM Annex Mohammadwadi,1020,2 Bathrooms,Possession by Nov 2020,53.04,Not Available,2,Under Construction
2730,Hinjewadi,1188,2 Bathrooms,Not Available,63.55,Not Available,2,Ready to move
2731,Baner Balewadi road,1232,2 Bathrooms,Not Available,87,Not Available,2,Ready to move
2732,Waksai,2400,3 Bathrooms,Not Available,1.67,Not Available,3,Ready to move
2733,Lohegaon,1531,3 Bathrooms,Possession by Apr 2020,50,Not Available,3,Under Construction
2734,Wagholi,885,2 Bathrooms,Possession by Dec 2024,43.42,Not Available,2,Under Construction
2735,SangavadeNere Road,2000,Not Available,Not Available,14,Bhoomi Space Darumbre,Not Available,New
2736,Aundh,1303,3 Bathrooms,Not Available,1.48,Not Available,3,Ready to move
2737,Hinjewadi,676,2 Bathrooms,Possession by May 2022,51,Not Available,2,Under Construction
2738,Mamurdi,795,2 Bathrooms,Possession by Feb 2023,37,Not Available,2,Under Construction
2739,Moshi,750,2 Bathrooms,Possession by Aug 2020,35,Not Available,2,Under Construction
2740,Hinjewadi,774,2 Bathrooms,Possession by Nov 2019,35.59,Saheel Itrend Homes,2,Under Construction
2741,Punawale,560,2 Bathrooms,Possession by Nov 2025,52.98,Not Available,2,Under Construction
2742,Ravet,808,3 Bathrooms,Possession by Nov 2019,90.45,Not Available,3,Under Construction
2743,Hinjewadi,996,2 Bathrooms,Not Available,45.89,Not Available,2,Ready to move
2744,Kharadi,1087,2 Bathrooms,Not Available,88,Not Available,2,Ready to move
